id,post_id,likes,comments,shares,caption,contains_emoji,does_not_contain_emoji,contains_hashtag,,accounts_reached,timestamp,media_type,time_of_day,followers_gained
20,18250284715153277,884,0,55,how do y’all come up with these 😭 #TinderTuesday #VivaLaYotes,TRUE,FALSE,TRUE,,11597,2023-04-11T21:35:41+0000,CAROUSEL_ALBUM,night,2
21,17950807103410785,905,6,47,everyone needs a classmate like him😭🤣#VivaLaYotes,TRUE,FALSE,TRUE,,0,2023-04-10T20:57:57+0000,VIDEO,night,0
22,17983081409047487,1517,5,185,"He is rizzen, he is rizzen indeed #VivaLaYotes",FALSE,TRUE,TRUE,,13229,2023-04-09T16:49:53+0000,IMAGE,afternoon,4
23,17988768241903993,1147,9,33,"Check out the Cook House on campus if you ever need any counseling services. They are here to help. If you ever are in a crisis regarding your mental health, call them at 605-658-3580 #VivaLaYotes",FALSE,TRUE,TRUE,,56345,2023-04-07T20:15:39+0000,CAROUSEL_ALBUM,night,1
24,17984946319971584,1596,0,91,she definitely got the excused absence 🤣#VivaLaYotes,FALSE,TRUE,TRUE,,11096,2023-04-06T22:06:53+0000,IMAGE,night,0
25,17968794137117175,659,0,11,200 IQ for taping the bottle before jumping 🤣 #VivaLaYotes,FALSE,TRUE,TRUE,,0,2023-04-05T23:35:24+0000,VIDEO,night,0
1,17984725162841195,779,6,76,happy #TinderTuesday #VivaLaYotes,FALSE,TRUE,TRUE,,11626,2023-04-05T00:02:14+0000,CAROUSEL_ALBUM,night,1
2,17853591407945713,805,4,104,What the dog doing🤨 #VivaLaYotes,FALSE,TRUE,TRUE,,0,2023-04-03T22:10:24+0000,VIDEO,night,0
3,18242119852089219,1187,3,231,great day to be a yote 😈👀 #VivaLaYotes,TRUE,FALSE,TRUE,,13406,2023-04-02T22:42:29+0000,IMAGE,night,10
4,18183017380252918,1063,6,83,i wonder why 🤔 #VivaLaYotes,FALSE,TRUE,TRUE,,12537,2023-04-01T19:55:25+0000,IMAGE,night,2
5,17999949409734728,894,3,28,Idk whether to be disappointed or proud #VivaLaYotes,FALSE,TRUE,TRUE,,0,2023-03-31T21:56:28+0000,VIDEO,night,0
6,18210900739213326,1812,9,208,what has this town come to😔#VivaLaYotes,TRUE,FALSE,TRUE,,14393,2023-03-30T19:22:55+0000,CAROUSEL_ALBUM,night,2
7,18021056824516573,1174,6,205,verm squirrels are not real #VivaLaYotes,FALSE,TRUE,TRUE,,0,2023-03-29T19:01:28+0000,VIDEO,night,0
8,17975071337133636,922,0,66,Try not to visualize the Oreo line challenge #VivaLaYotes #tindertuesday,FALSE,TRUE,TRUE,,11605,2023-03-28T20:30:45+0000,CAROUSEL_ALBUM,night,2
9,17970476591213065,1576,9,41,who’s really in the wrong here🤔#VivaLaYotes,FALSE,TRUE,TRUE,,12969,2023-03-27T21:13:46+0000,CAROUSEL_ALBUM,night,0
10,17991317860861696,425,2,5,@leos_sportsbar wins as the top bar of 2023 👀😈#VivaLaYotes,TRUE,FALSE,TRUE,,8174,2023-03-27T19:59:34+0000,IMAGE,night,0
11,18360975400058497,1204,2,86,The cops didn’t deserve this show #sundayscaries #VivaLaYotes,FALSE,TRUE,TRUE,,11495,2023-03-26T22:48:55+0000,CAROUSEL_ALBUM,night,0
12,17975756935997022,356,0,4,final round is live. vote on story 😈👀 #VivaLaYotes,TRUE,FALSE,TRUE,,9074,2023-03-26T17:18:35+0000,IMAGE,night,2
13,17948696864412774,1270,6,71,the NPCs were active last night #VivaLaYotes,FALSE,TRUE,TRUE,,12984,2023-03-25T22:04:30+0000,CAROUSEL_ALBUM,night,0
14,17972296571480018,1697,25,189,common @vpdpics L #VivaLaYotes,FALSE,TRUE,TRUE,,15927,2023-03-24T22:17:21+0000,CAROUSEL_ALBUM,night,11
15,18002429548647802,394,4,10,round 2 is live. Vote on the story 😈 #VivaLaYotes,TRUE,FALSE,TRUE,,11152,2023-03-23T22:21:35+0000,IMAGE,night,0
16,17961536867381952,819,2,56,Bro walked the plank into the Missouri #VivaLaYotes,FALSE,TRUE,TRUE,,0,2023-03-23T18:40:27+0000,VIDEO,night,0
17,17911889483717327,958,11,38,Make comforter jousting a regular thing please #VivaLaYotes,FALSE,TRUE,TRUE,,0,2023-03-22T21:29:09+0000,VIDEO,night,0
18,18351213772012183,490,4,39,"round 1 is live, go vote on the story👀😈 #VivaLaYotes",TRUE,FALSE,TRUE,,10159,2023-03-22T20:15:42+0000,IMAGE,night,4
19,18167934202283467,845,0,27,"If at first you don’t succeed, try 8 more times #tindertuesday #VivaLaYotes",FALSE,TRUE,TRUE,,10817,2023-03-21T20:35:36+0000,CAROUSEL_ALBUM,night,0
20,18170882497278575,626,4,10,For free?? #VivaLaYotes,FALSE,TRUE,TRUE,,0,2023-03-20T23:32:05+0000,VIDEO,night,0
21,18079564768341433,836,0,35,#SpringBreakScaries at its finest #VivaLaYotes,FALSE,TRUE,TRUE,,0,2023-03-19T23:44:28+0000,VIDEO,night,0
22,17904323513674320,1965,0,64,what happens on spring break stays on spring break #VivaLaYotes,FALSE,TRUE,TRUE,,12811,2023-03-19T01:28:00+0000,CAROUSEL_ALBUM,night,0
23,18348758455027237,1757,4,79,Spring break was something special this year #VivaLaYotes,FALSE,TRUE,TRUE,,14078,2023-03-18T01:22:01+0000,CAROUSEL_ALBUM,night,1
24,17883593438810189,1190,4,34,Pro tip: don’t bring your wife to spring break #VivaLaYotes,FALSE,TRUE,TRUE,,0,2023-03-16T19:02:29+0000,VIDEO,night,0
25,17957282882300932,1289,4,16,Pretty privilege works yet again #VivaLaYotes,FALSE,TRUE,TRUE,,12403,2023-03-15T20:44:53+0000,CAROUSEL_ALBUM,night,1
1,17928975590557755,955,1,87,#tindertuesday spring break edition #VivaLaYotes,FALSE,TRUE,TRUE,,12277,2023-03-14T23:29:44+0000,CAROUSEL_ALBUM,night,0
2,18007913161600141,685,0,3,Spring break house parties > #VivaLaYotes,FALSE,TRUE,TRUE,,0,2023-03-13T22:12:55+0000,VIDEO,night,0
3,17942111696612242,1178,0,26,Trying to convince his girl to go on a week long “break” #VivaLaYotes,FALSE,TRUE,TRUE,,0,2023-03-12T21:48:16+0000,VIDEO,night,0
4,17958455357517492,1463,3,39,So it begins #VivaLaYotes,FALSE,TRUE,TRUE,,11982,2023-03-12T00:08:43+0000,IMAGE,night,1
5,17883114041812435,738,1,27,Why does she even have a taser 😭 #VivaLaYotes,TRUE,FALSE,TRUE,,0,2023-03-11T02:20:04+0000,VIDEO,night,0
6,17859195527910916,996,5,29,please have school be canceled tomorrow 🙏🏻#VivaLaYotes,TRUE,FALSE,TRUE,,0,2023-03-09T23:11:42+0000,VIDEO,night,0
7,17920424924680506,1305,6,61,it’s never too late to switch to business 🙏🏻 #VivaLaYotes,TRUE,FALSE,TRUE,,12721,2023-03-08T20:14:23+0000,CAROUSEL_ALBUM,night,0
8,17977112497930609,890,1,79,happy #TinderTuesday #VivaLaYotes,FALSE,TRUE,TRUE,,11184,2023-03-07T22:51:38+0000,CAROUSEL_ALBUM,night,1
9,17884399928800623,789,0,103,another fallen soldier at the function #VivaLaYotes,FALSE,TRUE,TRUE,,0,2023-03-06T23:08:10+0000,VIDEO,night,0
10,17962144676166090,657,1,14,average Saturday night in verm #SundayScaries #VivaLaYotes,FALSE,TRUE,TRUE,,0,2023-03-06T00:47:42+0000,VIDEO,night,0
11,18176477560269624,1105,3,50,New highway straight through campus now open #VivaLaYotes,FALSE,TRUE,TRUE,,0,2023-03-05T01:11:20+0000,VIDEO,night,0
12,17955099170306268,839,0,13,The walk home from thirsty Thursdays is always an adventure #VivaLaYotes,FALSE,TRUE,TRUE,,0,2023-03-03T23:20:27+0000,VIDEO,night,0
13,18167891869281427,963,0,36,I mean I’d be pissed too #VivaLaYotes,FALSE,TRUE,TRUE,,0,2023-03-03T00:50:32+0000,VIDEO,night,0
14,17919299642678993,1809,11,888,"How real cops take care of business, take notes @vpdpics #VivaLaYotes",FALSE,TRUE,TRUE,,0,2023-03-02T02:19:58+0000,VIDEO,night,0
15,17999411647628870,1111,1,154,Some of you guys really are sick #VivaLaYotes,FALSE,TRUE,TRUE,,12034,2023-02-28T23:33:18+0000,CAROUSEL_ALBUM,night,0
16,17861970377852822,1444,8,121,A cake will fix anything #VivaLaYotes,FALSE,TRUE,TRUE,,12582,2023-02-27T23:04:49+0000,IMAGE,night,0
17,18095217259313249,1706,7,91,lexi has unlimited grit #SundayScaries #VivaLaYotes,FALSE,TRUE,TRUE,,14000,2023-02-26T21:33:01+0000,CAROUSEL_ALBUM,night,0
18,17983577068908368,1142,10,113,the freshman are back🫠 #VivaLaYotes,FALSE,TRUE,TRUE,,0,2023-02-25T23:53:18+0000,VIDEO,night,0
19,17997658750711260,884,2,27,what shot did she take ??😅 #VivaLaYotes,TRUE,FALSE,TRUE,,0,2023-02-25T00:17:32+0000,VIDEO,night,0
20,17948388080586428,1713,22,232,@vpdpics what a great way to get students to come to USD!🤡#VivaLaYotes,FALSE,TRUE,TRUE,,14978,2023-02-23T23:31:53+0000,CAROUSEL_ALBUM,night,5
21,18349751908041601,1850,18,280,when will it end 😞 #VivaLaYotes,TRUE,FALSE,TRUE,,16304,2023-02-22T23:00:17+0000,CAROUSEL_ALBUM,night,2
22,17989155028874779,1091,2,177,it’s that time of week again #TinderTuesday #VivaLaYotes,FALSE,TRUE,TRUE,,15594,2023-02-21T23:13:00+0000,CAROUSEL_ALBUM,night,3
23,18346234003029119,1332,8,206,those MUC struggle meals hit different #VivaLaYotes,FALSE,TRUE,TRUE,,13793,2023-02-20T22:00:17+0000,IMAGE,night,0
24,17967048164321913,1813,13,189,Verm drive through workers snitching now😞 #VivaLaYotes,TRUE,FALSE,TRUE,,13768,2023-02-19T20:58:40+0000,IMAGE,night,1
25,17947888316359605,762,0,22,Works every time #VivaLaYotes,FALSE,TRUE,TRUE,,0,2023-02-18T22:47:53+0000,VIDEO,night,0
1,17979631531962300,836,4,26,Glad to see my fellow yotes being safe #VivaLaYotes,FALSE,TRUE,TRUE,,0,2023-02-18T01:07:45+0000,VIDEO,night,0
2,17966018468190816,717,2,18,1k for a coat is wild #VivaLaYotes,FALSE,TRUE,TRUE,,9394,2023-02-16T19:28:56+0000,IMAGE,night,0
3,17952394475308791,1730,4,189,happy Wednesday 😈 #VivaLaYotes,TRUE,FALSE,TRUE,,12341,2023-02-16T01:04:25+0000,CAROUSEL_ALBUM,night,1
4,17968440542171427,892,0,122,happy Valentine’s Day #VivaLaYotes,FALSE,TRUE,TRUE,,10975,2023-02-14T22:56:10+0000,CAROUSEL_ALBUM,night,0
5,17994288157708582,1152,1,627,Bro somehow continued to sing #VivaLaYotes,FALSE,TRUE,TRUE,,0,2023-02-14T00:54:35+0000,VIDEO,night,0
6,18002471692608206,1702,1,97,congrats to USD alum and superbowl champ @cochranejack_ 😈#VivaLaYotes,TRUE,FALSE,TRUE,,12981,2023-02-13T04:50:05+0000,IMAGE,night,8
7,17944740794397694,1347,5,75,"to whoever did this, you dropped this 👑#VivaLaYotes",TRUE,FALSE,TRUE,,11572,2023-02-13T03:54:40+0000,IMAGE,night,1
8,17970104378130488,1155,2,185,Bro cock blocked himself #VivaLaYotes,FALSE,TRUE,TRUE,,0,2023-02-11T23:19:53+0000,VIDEO,night,0
9,17957082437460452,1230,8,133,usd making players on and off the court #VivaLaYotes,FALSE,TRUE,TRUE,,14515,2023-02-10T17:17:03+0000,IMAGE,night,4
10,17941566833576328,2020,15,570,@charbarverm let the kids play😔 #VivaLaYotes,TRUE,FALSE,TRUE,,16639,2023-02-10T00:36:03+0000,CAROUSEL_ALBUM,night,8
11,17940894521608155,1171,6,42,Normalize ordering food dt #VivaLaYotes,FALSE,TRUE,TRUE,,0,2023-02-08T22:27:55+0000,VIDEO,night,0
12,18052987672382738,1055,3,116,I say get that extra credit #tindertuesday #VivaLaYotes,FALSE,TRUE,TRUE,,14313,2023-02-07T20:11:44+0000,CAROUSEL_ALBUM,night,4
13,17975786464891509,866,5,7,@hobosbarstool personally i wouldn’t let that slide 😢🤡#VivaLaYotes,TRUE,FALSE,TRUE,,0,2023-02-06T20:36:16+0000,VIDEO,night,0
14,17946387941357341,1146,5,35,She thought she found the one 🥲 #VivaLaYotes @leilasroseband,FALSE,TRUE,TRUE,,12708,2023-02-05T20:33:45+0000,CAROUSEL_ALBUM,night,3
15,17984509426738813,1465,1,96,that unspoken rizz 📈  #VivaLaYotes,TRUE,FALSE,TRUE,,11695,2023-02-04T22:06:44+0000,IMAGE,night,2
16,17970805826111622,863,2,9,Common @barstoolndsu L #VivaLaYotes,FALSE,TRUE,TRUE,,9225,2023-02-03T15:48:23+0000,IMAGE,afternoon,0
17,17963736044213187,1083,0,106,Favorite holiday of the year #VivaLaYotes,FALSE,TRUE,TRUE,,9285,2023-02-02T20:28:08+0000,IMAGE,night,4
18,17937956984606893,825,10,36,Live at the quarters they said #VivaLaYotes,FALSE,TRUE,TRUE,,0,2023-02-01T19:34:54+0000,VIDEO,night,0
19,17953920989387142,1116,2,98,The best day of the week #tindertuesday #VivaLaYotes,FALSE,TRUE,TRUE,,12586,2023-01-31T20:26:39+0000,CAROUSEL_ALBUM,night,0
20,17992413304683037,642,0,8,Tinder on house floor is wild #VivaLaYotes,FALSE,TRUE,TRUE,,0,2023-01-30T23:14:49+0000,VIDEO,night,0
21,17967093812173801,690,1,20,must have been a rough Sunday for bro 🤣#SundayScaries #VivaLaYotes,FALSE,TRUE,TRUE,,0,2023-01-30T00:22:19+0000,VIDEO,night,0
22,17958341789158114,2329,12,364,looks like the drunk bus taking a snow day 😭😭 #VivaLaYotes,TRUE,FALSE,TRUE,,14672,2023-01-28T17:37:27+0000,CAROUSEL_ALBUM,night,13
23,17988189367763906,935,2,14,you miss 100% of the shots you don’t take  #VivaLaYotes,FALSE,TRUE,TRUE,,0,2023-01-28T02:55:35+0000,VIDEO,night,0
24,17844833918918933,1581,3,207,"when life gives you snow, make snow dicks #VivaLaYotes",FALSE,TRUE,TRUE,,13771,2023-01-26T22:40:15+0000,CAROUSEL_ALBUM,night,1
25,17979922921900527,1184,11,140,Say a quick prayer for this persons health in 20 years #VivaLaYotes,FALSE,TRUE,TRUE,,12859,2023-01-25T21:10:07+0000,CAROUSEL_ALBUM,night,0
1,18161322310276287,823,5,114,The LinkedIn line had to work #VivaLaYotes,FALSE,TRUE,TRUE,,11576,2023-01-24T20:47:36+0000,CAROUSEL_ALBUM,night,0
2,17976372211954946,1388,6,333,the GTA server was active this weekend #VivaLaYotes,FALSE,TRUE,TRUE,,15377,2023-01-23T21:01:45+0000,CAROUSEL_ALBUM,night,5
3,18001671589579897,1177,6,97,ALWAYS take your shirt off at char #VivaLaYotes,FALSE,TRUE,TRUE,,13614,2023-01-22T20:54:41+0000,CAROUSEL_ALBUM,night,9
4,18021149353484184,1961,4,262,PSA: Downtown is icy #VivaLaYotes,FALSE,TRUE,TRUE,,0,2023-01-22T00:53:41+0000,VIDEO,night,0
5,17995154986639120,998,7,79,what could go wrong??😅 #VivaLaYotes,TRUE,FALSE,TRUE,,12111,2023-01-20T20:27:41+0000,CAROUSEL_ALBUM,night,0
6,18008622781535569,1350,5,41,Snow days in verm > #VivaLaYotes,FALSE,TRUE,TRUE,,11630,2023-01-19T23:17:55+0000,CAROUSEL_ALBUM,night,1
7,17950212857290030,836,0,16,Shout out @24kgoldn for the sick ass show #VivaLaYotes,FALSE,TRUE,TRUE,,0,2023-01-18T23:07:06+0000,VIDEO,night,0
8,18338062618036727,916,0,59,sam is the boy who cried Rizz #VivaLaYotes #TinderTuesday,FALSE,TRUE,TRUE,,11198,2023-01-17T22:59:08+0000,CAROUSEL_ALBUM,night,0
9,17876047223807270,1367,1,157,mamba mentality #VivaLaYotes,FALSE,TRUE,TRUE,,13805,2023-01-16T21:30:58+0000,IMAGE,night,9
10,18335391664029081,1255,13,76,mf got light whipped cream and extra whipped cream🤣🤣🤣#VivaLaYotes,FALSE,TRUE,TRUE,,12711,2023-01-15T20:45:25+0000,IMAGE,night,3
11,17900479667721703,1328,20,464,When you live in dorms you can piss wherever you want #VivaLaYotes,FALSE,TRUE,TRUE,,0,2023-01-15T00:25:54+0000,VIDEO,night,0
12,18021512953474053,702,2,30,Nah this is wild #VivaLaYotes,FALSE,TRUE,TRUE,,10438,2023-01-13T22:29:40+0000,IMAGE,night,0
13,17968264226104059,1249,14,98,POV you wake up after drown #VivaLaYotes,FALSE,TRUE,TRUE,,12516,2023-01-12T18:32:07+0000,IMAGE,night,0
14,17973628075967576,1016,1,88,The lethal fake sip #VivaLaYotes,FALSE,TRUE,TRUE,,0,2023-01-11T19:21:51+0000,VIDEO,night,0
15,17993977339648002,735,0,1,Feels good to be back #VivaLaYotes,FALSE,TRUE,TRUE,,0,2023-01-09T22:32:11+0000,VIDEO,night,0
16,17996214205625161,1291,5,105,Syllabus week 😈 #VivaLaYotes,TRUE,FALSE,TRUE,,11693,2023-01-08T22:41:31+0000,IMAGE,night,1
17,17989168309690074,1121,1,91,The boys always got your back #VivaLaYotes,FALSE,TRUE,TRUE,,11173,2023-01-07T21:28:08+0000,IMAGE,night,2
18,18237736639157404,1468,6,144,not again😭😭😭 #VivaLaYotes,TRUE,FALSE,TRUE,,0,2023-01-07T00:22:35+0000,VIDEO,night,0
19,18265426612114687,1789,7,75,"our top 5 posts of the semester, see u next semester 😈#VivaLaYotes",TRUE,FALSE,TRUE,,12433,2023-01-06T02:27:21+0000,CAROUSEL_ALBUM,night,2
20,18309617407079213,718,1,55,take my money @hollarrbar @hollarrelite #VivaLaYotes,FALSE,TRUE,TRUE,,10877,2023-01-04T21:50:23+0000,IMAGE,night,0
21,17954813813170470,879,0,76,Happy #TinderTuesday #VivaLaYotes,FALSE,TRUE,TRUE,,11029,2023-01-04T01:26:54+0000,CAROUSEL_ALBUM,night,1
22,17964997598300748,930,1,13,How does the most sober driver in verm manage to get pulled over😭 #VivaLaYotes,TRUE,FALSE,TRUE,,0,2023-01-02T00:20:50+0000,VIDEO,night,0
23,17958393617196835,1182,4,104,quick reminder to stay safe out there yotes 🙌🏻 #VivaLaYotes,TRUE,FALSE,TRUE,,9926,2023-01-01T01:07:12+0000,IMAGE,night,4
24,17984605681799959,745,3,37,legend has it he’s still there #VivaLaYotes,FALSE,TRUE,TRUE,,0,2022-12-31T02:19:55+0000,VIDEO,night,0
25,17946961130303960,1336,3,5,POV you walk into verm walmart…. #VivaLaYotes,FALSE,TRUE,TRUE,,2578,2022-12-29T23:25:58+0000,CAROUSEL_ALBUM,night,0
1,17937988115579175,612,6,1,Pray for this man #VivaLaYotes,FALSE,TRUE,TRUE,,0,2022-12-28T23:47:25+0000,VIDEO,night,0
2,17976043120924705,977,0,2,Happy #TinderTuesday #VivaLaYotes,FALSE,TRUE,TRUE,,1857,2022-12-27T21:21:09+0000,CAROUSEL_ALBUM,night,0
3,18041645797398660,584,0,1,sounds about right #VivaLaYotes,FALSE,TRUE,TRUE,,0,2022-12-27T02:18:35+0000,VIDEO,night,0
4,18012009793500627,978,1,0,Merry Christmas to everyone except @hobosbarstool #VivaLaYotes,FALSE,TRUE,TRUE,,1697,2022-12-25T19:33:18+0000,CAROUSEL_ALBUM,night,0
5,17984233804780098,1220,4,2,The rizz unmatchable #VivaLaYotes,FALSE,TRUE,TRUE,,2062,2022-12-24T20:17:45+0000,CAROUSEL_ALBUM,night,0
6,17976175438920484,1302,1,4,Hometown bars are just different #VivaLaYotes,FALSE,TRUE,TRUE,,2115,2022-12-23T20:34:21+0000,CAROUSEL_ALBUM,night,0
7,17983663879759666,1212,0,2,will never get used to it #VivaLaYotes,FALSE,TRUE,TRUE,,1631,2022-12-22T22:46:09+0000,CAROUSEL_ALBUM,night,0
8,17988728809677025,889,0,0,it’s the most wonderful time of the year #VivaLaYotes,FALSE,TRUE,TRUE,,1350,2022-12-21T23:02:08+0000,IMAGE,night,0
9,17940108779371698,1154,1,63,Happy #tindertuesday #VivaLaYotes,FALSE,TRUE,TRUE,,2397,2022-12-20T22:57:31+0000,CAROUSEL_ALBUM,night,0
10,17969929837997627,1567,1,3,praying for anyone still in verm right now #VivaLaYotes,FALSE,TRUE,TRUE,,1208,2022-12-19T22:56:23+0000,CAROUSEL_ALBUM,night,1
11,17876625467746784,1059,10,1,Verms most sober driver #VivaLaYotes,FALSE,TRUE,TRUE,,0,2022-12-18T20:14:26+0000,VIDEO,night,0
