,id,post_id,likes,comments,shares,caption,contains_emoji,does_not_contain_emoji,contains_hashtag,Unnamed: 9,accounts_reached,timestamp,media_type,time_of_day,followers_gained,engagement_rate
422,23,17990215406169788,1042,1,156,y’all get more creative every week 🤣 #VivaLaYotes #TinderTuesday,False,True,True,,13505,2023-07-25T22:44:06+0000,CAROUSEL_ALBUM,night,0,0.08878193261754906
423,24,17985033365206904,1107,0,87,almost that time of year 😈 #VivaLaYotes,True,False,True,,11827,2023-07-23T22:24:37+0000,IMAGE,night,1,0.10095544094022153
424,25,18371463703010649,646,2,22,y’all hype for the extra protein supplements in the MUC?👀 #VivaLaYotes,True,False,True,,10891,2023-07-22T21:16:00+0000,CAROUSEL_ALBUM,night,1,0.061518685152878526
425,1,18013377151686072,1448,8,252,couldn’t be us🤷‍♂️ #VivaLaYotes,True,False,True,,12688,2023-07-20T00:22:33+0000,IMAGE,night,4,0.1346153846153846
426,2,18023028136537334,688,0,42,No place like home #VivaLaYotes,False,True,True,,8865,2023-07-15T22:53:43+0000,CAROUSEL_ALBUM,night,2,0.0823463056965595
427,3,17947602536531168,660,17,140,Name this exercise #VivaLaYotes,False,True,True,,0,2023-07-14T16:44:46+0000,VIDEO,afternoon,0,inf
428,4,17962273994544727,1173,1,327,This guy gets it #VivaLaYotes,False,True,True,,12696,2023-07-13T18:40:17+0000,IMAGE,night,1,0.11822621298046629
429,5,18014337175725074,772,1,104,happy #TinderTuesday #VivaLaYotes,False,True,True,,12764,2023-07-12T00:16:08+0000,CAROUSEL_ALBUM,night,0,0.06870886869319963
430,6,17870843351942013,684,0,11,stay safe out there yotes 😅 #VivaLaYotes,True,False,True,,0,2023-07-10T22:56:29+0000,VIDEO,night,0,inf
431,7,18196319821266070,1319,0,13,back to back world war champs #VivaLaYotes,False,True,True,,11638,2023-07-09T22:35:24+0000,IMAGE,night,0,0.1144526550953772
432,8,17853793103993733,1308,2,74,"happy 4th of July, yotes 🇺🇸🍻#VivaLaYotes",True,False,True,,0,2023-07-04T20:47:40+0000,VIDEO,night,0,inf
433,9,17962512965386016,757,0,108,y’all need to stop 😭😭 #VivaLaYotes,True,False,True,,0,2023-07-02T23:42:49+0000,VIDEO,night,0,inf
434,10,18086573038355408,37549,76,18995,State kids don’t know how to act in verm #VivaLaYotes,False,True,True,,0,2023-06-28T19:31:16+0000,VIDEO,night,0,inf
435,11,18298243237107793,996,2,80,rip breeze 😔😔 #VivaLaYotes,True,False,True,,11598,2023-06-26T18:43:17+0000,IMAGE,night,0,0.09294705983790309
436,12,17999752723914002,475,1,22,what made bro think that was a good idea 😭😭#VivaLaYotes,True,False,True,,0,2023-06-23T21:53:06+0000,VIDEO,night,0,inf
437,13,18014754196577953,704,0,18,down. bad.  #TinderTuesday #VivaLaYotes,False,True,True,,10205,2023-06-20T23:01:35+0000,CAROUSEL_ALBUM,night,0,0.07074963253307202
438,14,17980954484218458,1508,5,88,@hobosbarstool i’m very disappointed. #VivaLaYotes,False,True,True,,12889,2023-06-18T23:35:16+0000,IMAGE,night,16,0.12421444642718597
439,15,17884557272797555,1191,1,20,seems like summer is off to a great start 🤣 #VivaLaYotes,False,True,True,,12315,2023-06-17T01:20:32+0000,CAROUSEL_ALBUM,night,1,0.09841656516443362
440,16,17975210318345439,828,4,86,y’all are foul 🤣 #TinderTuesday #VivaLaYotes,False,True,True,,12040,2023-06-13T22:29:59+0000,CAROUSEL_ALBUM,night,0,0.07624584717607974
441,17,17984698142166295,1462,0,72,Anything but a car discount at McDicks all week #VivaLaYotes,False,True,True,,10740,2023-06-12T22:10:26+0000,IMAGE,night,1,0.14283054003724394
442,18,17988543127920044,733,1,6,summer verm is not for everyone🤣 #SundayScaries #VivaLaYotes,False,True,True,,0,2023-06-11T21:46:30+0000,VIDEO,night,0,inf
443,19,18224587048170087,697,3,27,life is better in verm #VivaLaYotes,False,True,True,,9184,2023-06-10T00:21:29+0000,IMAGE,night,0,0.07915940766550522
444,20,17955509888467433,695,1,46,no fish we’re harmed in this video (it swam away after) #VivaLaYotes,False,True,True,,0,2023-06-08T22:51:57+0000,VIDEO,night,0,inf
445,21,17996801578781858,811,1,94,can’t wait to be back 🥲 #VivaLaYotes,False,True,True,,0,2023-06-05T00:42:21+0000,VIDEO,night,0,inf
446,22,17982510587010742,655,0,16,that time of year again 😈 #VivaLaYotes,True,False,True,,0,2023-06-03T22:02:38+0000,VIDEO,night,0,inf
447,23,17997263173754204,765,0,42,Priorities #VivaLaYotes,False,True,True,,10145,2023-06-02T19:42:18+0000,IMAGE,night,0,0.0795465746673238
448,24,17954024423613372,830,2,36,legend has it Nick is still looking for the squirter in his life😔 #TinderTuesday #VivaLaYotes,True,False,True,,13064,2023-05-30T23:17:39+0000,CAROUSEL_ALBUM,night,0,0.06644213104715248
449,25,17957595818603093,912,2,66,nah nah he’s chillin #VivaLaYotes,False,True,True,,0,2023-05-29T22:12:54+0000,VIDEO,night,0,inf
450,1,18061062259400472,804,4,86,it’s his world and we’re all living in it 😭 #VivaLaYotes,True,False,True,,0,2023-05-29T00:27:59+0000,VIDEO,night,0,inf
451,2,18024256129495534,965,10,105,How did this work??? #VivaLaYotes,False,True,True,,11631,2023-05-26T19:42:11+0000,IMAGE,night,0,0.09285530049006964
452,3,17891905772821863,957,3,174,at least he tried #VivaLaYotes,False,True,True,,0,2023-05-25T23:03:22+0000,VIDEO,night,0,inf
453,4,17980834643174728,693,0,20,Boomerangs are in right now #VivaLaYotes #tindertuesday,False,True,True,,9769,2023-05-23T22:52:50+0000,CAROUSEL_ALBUM,night,0,0.07298597604667827
454,5,17965741394285994,659,0,1,this must be what the townies witness every night 😭 #VivaLaYotes,True,False,True,,0,2023-05-21T21:58:56+0000,VIDEO,night,0,inf
455,6,17864673692930660,632,6,23,RIP fallen soldier 🫡 #VivaLaYotes,False,True,True,,0,2023-05-20T21:17:12+0000,VIDEO,night,0,inf
456,7,18001135456768605,862,1,42,When tinder isn’t working #VivaLaYotes,False,True,True,,11229,2023-05-19T21:08:59+0000,IMAGE,night,0,0.08059488823581797
457,8,18357137881010707,1040,2,64,wait a sec. #VivaLaYotes,False,True,True,,11523,2023-05-18T22:40:05+0000,CAROUSEL_ALBUM,night,0,0.09598194914518789
458,9,17985625226080048,1177,9,16,so all the college students leave and everyone forgets how to function😭 #VivaLaYotes,True,False,True,,0,2023-05-18T00:16:29+0000,VIDEO,night,0,inf
459,10,17866612190922361,787,0,39,Summer rizz #VivaLaYotes #tindertuesday,False,True,True,,10855,2023-05-16T22:06:26+0000,CAROUSEL_ALBUM,night,0,0.0760939659143252
460,11,18215514568161966,581,0,74,sounds about right 🫠 #VivaLaYotes,False,True,True,,0,2023-05-15T21:29:52+0000,VIDEO,night,0,inf
461,12,17987028404048868,807,0,26,i guess those AI detectors actually work 🫠 #VivaLaYotes,False,True,True,,9328,2023-05-14T23:19:45+0000,CAROUSEL_ALBUM,night,0,0.08930102915951972
462,13,17965575365413320,966,4,30,the NPCs are the only ones left in verm 🥲 #VivaLaYotes,False,True,True,,0,2023-05-14T00:42:41+0000,VIDEO,night,0,inf
463,14,18015090505528514,1318,19,169,The guys have clapped back @usdchicks #VivaLaYotes,False,True,True,,13745,2023-05-12T20:47:30+0000,CAROUSEL_ALBUM,night,2,0.10956711531465987
464,15,18078364834361591,863,11,4,Bud light sales rn 📉#VivaLaYotes,True,False,True,,9500,2023-05-11T21:46:03+0000,IMAGE,night,0,0.09242105263157895
465,16,18092175115331142,915,3,14,Summer parties off to a great start #VivaLaYotes,False,True,True,,0,2023-05-11T02:40:33+0000,VIDEO,night,0,inf
466,17,18207318505222304,902,0,52,not the froot loops 😭#VivaLaYotes,True,False,True,,10855,2023-05-09T22:44:48+0000,CAROUSEL_ALBUM,night,0,0.0878857669276831
467,18,17861970422935291,916,5,15,These guys know how to efficiently move out #VivaLaYotes,False,True,True,,11264,2023-05-08T21:40:21+0000,CAROUSEL_ALBUM,night,0,0.08309659090909091
468,19,18294526012101628,1669,5,61,"We did it yotes, another year down #VivaLaYotes",False,True,True,,0,2023-05-07T19:24:36+0000,VIDEO,night,0,inf
469,20,17994663889745998,1032,3,13,Being on the clock doesn’t stop the party #VivaLaYotes,False,True,True,,0,2023-05-06T23:53:25+0000,VIDEO,night,0,inf
470,21,17978968388029244,1314,4,67,"you’ll be missed, seniors 🫡#VivaLaYotes",False,True,True,,10040,2023-05-06T00:15:05+0000,IMAGE,night,3,0.13794820717131473
471,22,17995060402881676,1596,3,142,it’s his world and we’re all living in it 😭 🤣#VivaLaYotes,True,False,True,,0,2023-05-04T21:25:56+0000,VIDEO,night,0,inf
472,23,17976497036224768,1202,6,26,bros got his priorities straight 🤣 #VivaLaYotes,False,True,True,,0,2023-05-04T02:31:59+0000,VIDEO,night,0,inf
473,24,17879446364808395,1016,0,86,good luck on your finals😈 #VivaLaYotes,True,False,True,,9731,2023-05-02T22:58:40+0000,CAROUSEL_ALBUM,night,2,0.11324632617408283
474,25,17974889750497085,1304,11,252,in case u were wondering what your tuition goes toward🥲 #VivaLaYotes,False,True,True,,0,2023-05-01T23:03:41+0000,VIDEO,night,0,inf
475,1,17987425843989180,1063,3,30,Huge congrats to former coyote @alexjensen01 #VivaLaYote,False,True,True,,9818,2023-04-30T22:40:56+0000,IMAGE,night,0,0.11163169688327562
476,2,18358117867015737,1038,2,40,This can’t be legal 😂 #VivaLaYotes,True,False,True,,0,2023-04-30T21:05:22+0000,VIDEO,night,0,inf
477,3,17992783816786622,1008,15,36,Common Freshman L #VivaLaYotes,False,True,True,,0,2023-04-29T21:01:30+0000,VIDEO,night,0,inf
478,4,18026252593512619,687,2,124,"every bar will be open all day tomorrow for the usd bar crawl‼️‼️

here are the times each bar will open:
- Leo’s: 8am (5$ breakfast, 4$ mimosas and bloody mary’s) 
- Hollar: 8am (buy 3 shots get one free)
- Varsity: 8am
- Pub: 9am 
- Careys: 10:30am 
- OLC: 11am
- Char: 10am

see u there😈 @hollarrbar @leos_sportsbar @charbarverm @oldlumbercompany @thevarsitypub @careysbar #VivaLaYotes",True,False,True,,10890,2023-04-28T21:12:39+0000,IMAGE,night,4,0.0746556473829201
479,5,18046150120441664,1116,2,34,It’s that time of year #VivaLaYotes,False,True,True,,10122,2023-04-28T02:19:47+0000,IMAGE,night,0,0.11381149970361588
480,6,17889269999760884,899,6,85,Free pocket pussy in the dorms #VivaLaYotes,False,True,True,,0,2023-04-26T21:29:40+0000,VIDEO,night,0,inf
481,7,17905893953767578,927,1,51,down. bad.  #TinderTuesday #VivaLaYotes,False,True,True,,11744,2023-04-25T22:21:41+0000,CAROUSEL_ALBUM,night,0,0.08336171662125341
482,8,17945358917618425,1086,2,73,spring is such a magical time #VivaLaYotes,False,True,True,,10814,2023-04-24T21:56:57+0000,IMAGE,night,1,0.1073608285555761
483,9,17844326783977082,1811,4,199,No one was injured in this video #sundayscaries #VivaLaYotes,False,True,True,,14104,2023-04-23T22:02:18+0000,CAROUSEL_ALBUM,night,1,0.14279636982416336
484,10,18218153143174859,1127,1,47,Was worth a shot #VivaLaYotes,False,True,True,,11657,2023-04-22T23:40:41+0000,IMAGE,night,0,0.10079780389465558
485,11,17967821705167707,928,2,84,Bro didn’t even try to hide it #VivaLaYotes,False,True,True,,10272,2023-04-21T21:52:46+0000,IMAGE,night,0,0.09871495327102804
486,12,17996038669875833,1597,4,153,"it’s a national holiday confirmed, happy 4/20 yotes 🫡 #VivaLaYotes",False,True,True,,11917,2023-04-20T20:30:45+0000,IMAGE,night,1,0.1471846941344298
487,13,18204018790223391,1339,0,26,bros just laughing through it all😭 #VivaLaYotes,True,False,True,,10745,2023-04-19T21:42:44+0000,IMAGE,night,0,0.1270358306188925
488,14,17982978986020786,941,1,132,Definitely some bold ones this week #TinderTuesday #VivaLaYotes,False,True,True,,12145,2023-04-18T20:12:11+0000,CAROUSEL_ALBUM,night,1,0.08843145327295183
489,15,17990136679800686,1004,1,62,My guess is Doba #VivaLaYotes,False,True,True,,11441,2023-04-17T20:03:34+0000,CAROUSEL_ALBUM,night,0,0.09326107857704746
490,16,17961193697518741,1463,13,102,The most nonchalant fight I’ve ever witnessed #VivaLaYotes,False,True,True,,14494,2023-04-15T21:11:08+0000,CAROUSEL_ALBUM,night,0,0.10887263695322202
491,17,17985260317875457,721,2,7,why are professors like this 😭#VivaLaYotes,True,False,True,,11194,2023-04-14T20:51:39+0000,CAROUSEL_ALBUM,night,0,0.06521350723601929
492,18,17985054077001298,832,0,10,peak male performance #VivaLaYotes,False,True,True,,0,2023-04-13T21:53:59+0000,VIDEO,night,0,inf
493,19,17869663043839405,1276,5,67,Petition to put a few holes on campus #VivaLaYotes,False,True,True,,0,2023-04-12T21:36:31+0000,VIDEO,night,0,inf
494,20,18250284715153277,884,0,55,how do y’all come up with these 😭 #TinderTuesday #VivaLaYotes,True,False,True,,11597,2023-04-11T21:35:41+0000,CAROUSEL_ALBUM,night,2,0.0809692161765974
495,21,17950807103410785,905,6,47,everyone needs a classmate like him😭🤣#VivaLaYotes,True,False,True,,0,2023-04-10T20:57:57+0000,VIDEO,night,0,inf
496,22,17983081409047487,1517,5,185,"He is rizzen, he is rizzen indeed #VivaLaYotes",False,True,True,,13229,2023-04-09T16:49:53+0000,IMAGE,afternoon,4,0.1290346965001134
497,23,17988768241903993,1147,9,33,"Check out the Cook House on campus if you ever need any counseling services. They are here to help. If you ever are in a crisis regarding your mental health, call them at 605-658-3580 #VivaLaYotes",False,True,True,,56345,2023-04-07T20:15:39+0000,CAROUSEL_ALBUM,night,1,0.02110213861034697
498,24,17984946319971584,1596,0,91,she definitely got the excused absence 🤣#VivaLaYotes,False,True,True,,11096,2023-04-06T22:06:53+0000,IMAGE,night,0,0.1520367700072098
499,25,17968794137117175,659,0,11,200 IQ for taping the bottle before jumping 🤣 #VivaLaYotes,False,True,True,,0,2023-04-05T23:35:24+0000,VIDEO,night,0,inf
500,1,17984725162841195,779,6,76,happy #TinderTuesday #VivaLaYotes,False,True,True,,11626,2023-04-05T00:02:14+0000,CAROUSEL_ALBUM,night,1,0.07405814553586788
501,2,17853591407945713,805,4,104,What the dog doing🤨 #VivaLaYotes,False,True,True,,0,2023-04-03T22:10:24+0000,VIDEO,night,0,inf
502,3,18242119852089219,1187,3,231,great day to be a yote 😈👀 #VivaLaYotes,True,False,True,,13406,2023-04-02T22:42:29+0000,IMAGE,night,10,0.10599731463523795
503,4,18183017380252918,1063,6,83,i wonder why 🤔 #VivaLaYotes,False,True,True,,12537,2023-04-01T19:55:25+0000,IMAGE,night,2,0.09188801148600144
504,5,17999949409734728,894,3,28,Idk whether to be disappointed or proud #VivaLaYotes,False,True,True,,0,2023-03-31T21:56:28+0000,VIDEO,night,0,inf
505,6,18210900739213326,1812,9,208,what has this town come to😔#VivaLaYotes,True,False,True,,14393,2023-03-30T19:22:55+0000,CAROUSEL_ALBUM,night,2,0.1409713054957271
506,7,18021056824516573,1174,6,205,verm squirrels are not real #VivaLaYotes,False,True,True,,0,2023-03-29T19:01:28+0000,VIDEO,night,0,inf
507,8,17975071337133636,922,0,66,Try not to visualize the Oreo line challenge #VivaLaYotes #tindertuesday,False,True,True,,11605,2023-03-28T20:30:45+0000,CAROUSEL_ALBUM,night,2,0.08513571736320552
508,9,17970476591213065,1576,9,41,who’s really in the wrong here🤔#VivaLaYotes,False,True,True,,12969,2023-03-27T21:13:46+0000,CAROUSEL_ALBUM,night,0,0.12537589636826277
509,10,17991317860861696,425,2,5,@leos_sportsbar wins as the top bar of 2023 👀😈#VivaLaYotes,True,False,True,,8174,2023-03-27T19:59:34+0000,IMAGE,night,0,0.05285050159040861
510,11,18360975400058497,1204,2,86,The cops didn’t deserve this show #sundayscaries #VivaLaYotes,False,True,True,,11495,2023-03-26T22:48:55+0000,CAROUSEL_ALBUM,night,0,0.11239669421487604
511,12,17975756935997022,356,0,4,final round is live. vote on story 😈👀 #VivaLaYotes,True,False,True,,9074,2023-03-26T17:18:35+0000,IMAGE,night,2,0.03967379325545515
512,13,17948696864412774,1270,6,71,the NPCs were active last night #VivaLaYotes,False,True,True,,12984,2023-03-25T22:04:30+0000,CAROUSEL_ALBUM,night,0,0.10374306839186691
513,14,17972296571480018,1697,25,189,common @vpdpics L #VivaLaYotes,False,True,True,,15927,2023-03-24T22:17:21+0000,CAROUSEL_ALBUM,night,11,0.11998493124882276
514,15,18002429548647802,394,4,10,round 2 is live. Vote on the story 😈 #VivaLaYotes,True,False,True,,11152,2023-03-23T22:21:35+0000,IMAGE,night,0,0.036585365853658534
515,16,17961536867381952,819,2,56,Bro walked the plank into the Missouri #VivaLaYotes,False,True,True,,0,2023-03-23T18:40:27+0000,VIDEO,night,0,inf
516,17,17911889483717327,958,11,38,Make comforter jousting a regular thing please #VivaLaYotes,False,True,True,,0,2023-03-22T21:29:09+0000,VIDEO,night,0,inf
517,18,18351213772012183,490,4,39,"round 1 is live, go vote on the story👀😈 #VivaLaYotes",True,False,True,,10159,2023-03-22T20:15:42+0000,IMAGE,night,4,0.052465793877350134
518,19,18167934202283467,845,0,27,"If at first you don’t succeed, try 8 more times #tindertuesday #VivaLaYotes",False,True,True,,10817,2023-03-21T20:35:36+0000,CAROUSEL_ALBUM,night,0,0.08061384857169271
519,20,18170882497278575,626,4,10,For free?? #VivaLaYotes,False,True,True,,0,2023-03-20T23:32:05+0000,VIDEO,night,0,inf
520,21,18079564768341433,836,0,35,#SpringBreakScaries at its finest #VivaLaYotes,False,True,True,,0,2023-03-19T23:44:28+0000,VIDEO,night,0,inf
521,22,17904323513674320,1965,0,64,what happens on spring break stays on spring break #VivaLaYotes,False,True,True,,12811,2023-03-19T01:28:00+0000,CAROUSEL_ALBUM,night,0,0.15837951760206073
522,23,18348758455027237,1757,4,79,Spring break was something special this year #VivaLaYotes,False,True,True,,14078,2023-03-18T01:22:01+0000,CAROUSEL_ALBUM,night,1,0.13070038357721267
523,24,17883593438810189,1190,4,34,Pro tip: don’t bring your wife to spring break #VivaLaYotes,False,True,True,,0,2023-03-16T19:02:29+0000,VIDEO,night,0,inf
524,25,17957282882300932,1289,4,16,Pretty privilege works yet again #VivaLaYotes,False,True,True,,12403,2023-03-15T20:44:53+0000,CAROUSEL_ALBUM,night,1,0.10553898250423285
525,1,17928975590557755,955,1,87,#tindertuesday spring break edition #VivaLaYotes,False,True,True,,12277,2023-03-14T23:29:44+0000,CAROUSEL_ALBUM,night,0,0.08495560804756862
526,2,18007913161600141,685,0,3,Spring break house parties > #VivaLaYotes,False,True,True,,0,2023-03-13T22:12:55+0000,VIDEO,night,0,inf
527,3,17942111696612242,1178,0,26,Trying to convince his girl to go on a week long “break” #VivaLaYotes,False,True,True,,0,2023-03-12T21:48:16+0000,VIDEO,night,0,inf
528,4,17958455357517492,1463,3,39,So it begins #VivaLaYotes,False,True,True,,11982,2023-03-12T00:08:43+0000,IMAGE,night,1,0.1256050742780838
529,5,17883114041812435,738,1,27,Why does she even have a taser 😭 #VivaLaYotes,True,False,True,,0,2023-03-11T02:20:04+0000,VIDEO,night,0,inf
530,6,17859195527910916,996,5,29,please have school be canceled tomorrow 🙏🏻#VivaLaYotes,True,False,True,,0,2023-03-09T23:11:42+0000,VIDEO,night,0,inf
531,7,17920424924680506,1305,6,61,it’s never too late to switch to business 🙏🏻 #VivaLaYotes,True,False,True,,12721,2023-03-08T20:14:23+0000,CAROUSEL_ALBUM,night,0,0.10785315619841207
532,8,17977112497930609,890,1,79,happy #TinderTuesday #VivaLaYotes,False,True,True,,11184,2023-03-07T22:51:38+0000,CAROUSEL_ALBUM,night,1,0.0867310443490701
533,9,17884399928800623,789,0,103,another fallen soldier at the function #VivaLaYotes,False,True,True,,0,2023-03-06T23:08:10+0000,VIDEO,night,0,inf
534,10,17962144676166090,657,1,14,average Saturday night in verm #SundayScaries #VivaLaYotes,False,True,True,,0,2023-03-06T00:47:42+0000,VIDEO,night,0,inf
535,11,18176477560269624,1105,3,50,New highway straight through campus now open #VivaLaYotes,False,True,True,,0,2023-03-05T01:11:20+0000,VIDEO,night,0,inf
536,12,17955099170306268,839,0,13,The walk home from thirsty Thursdays is always an adventure #VivaLaYotes,False,True,True,,0,2023-03-03T23:20:27+0000,VIDEO,night,0,inf
537,13,18167891869281427,963,0,36,I mean I’d be pissed too #VivaLaYotes,False,True,True,,0,2023-03-03T00:50:32+0000,VIDEO,night,0,inf
538,14,17919299642678993,1809,11,888,"How real cops take care of business, take notes @vpdpics #VivaLaYotes",False,True,True,,0,2023-03-02T02:19:58+0000,VIDEO,night,0,inf
539,15,17999411647628870,1111,1,154,Some of you guys really are sick #VivaLaYotes,False,True,True,,12034,2023-02-28T23:33:18+0000,CAROUSEL_ALBUM,night,0,0.10520192787103208
540,16,17861970377852822,1444,8,121,A cake will fix anything #VivaLaYotes,False,True,True,,12582,2023-02-27T23:04:49+0000,IMAGE,night,0,0.1250198696550628
541,17,18095217259313249,1706,7,91,lexi has unlimited grit #SundayScaries #VivaLaYotes,False,True,True,,14000,2023-02-26T21:33:01+0000,CAROUSEL_ALBUM,night,0,0.12885714285714286
542,18,17983577068908368,1142,10,113,the freshman are back🫠 #VivaLaYotes,False,True,True,,0,2023-02-25T23:53:18+0000,VIDEO,night,0,inf
543,19,17997658750711260,884,2,27,what shot did she take ??😅 #VivaLaYotes,True,False,True,,0,2023-02-25T00:17:32+0000,VIDEO,night,0,inf
544,20,17948388080586428,1713,22,232,@vpdpics what a great way to get students to come to USD!🤡#VivaLaYotes,False,True,True,,14978,2023-02-23T23:31:53+0000,CAROUSEL_ALBUM,night,5,0.1313259447189211
545,21,18349751908041601,1850,18,280,when will it end 😞 #VivaLaYotes,True,False,True,,16304,2023-02-22T23:00:17+0000,CAROUSEL_ALBUM,night,2,0.1317468105986261
546,22,17989155028874779,1091,2,177,it’s that time of week again #TinderTuesday #VivaLaYotes,False,True,True,,15594,2023-02-21T23:13:00+0000,CAROUSEL_ALBUM,night,3,0.0814415800949083
547,23,18346234003029119,1332,8,206,those MUC struggle meals hit different #VivaLaYotes,False,True,True,,13793,2023-02-20T22:00:17+0000,IMAGE,night,0,0.11208584064380483
548,24,17967048164321913,1813,13,189,Verm drive through workers snitching now😞 #VivaLaYotes,True,False,True,,13768,2023-02-19T20:58:40+0000,IMAGE,night,1,0.14635386403253922
549,25,17947888316359605,762,0,22,Works every time #VivaLaYotes,False,True,True,,0,2023-02-18T22:47:53+0000,VIDEO,night,0,inf
550,1,17979631531962300,836,4,26,Glad to see my fellow yotes being safe #VivaLaYotes,False,True,True,,0,2023-02-18T01:07:45+0000,VIDEO,night,0,inf
551,2,17966018468190816,717,2,18,1k for a coat is wild #VivaLaYotes,False,True,True,,9394,2023-02-16T19:28:56+0000,IMAGE,night,0,0.07845433255269321
552,3,17952394475308791,1730,4,189,happy Wednesday 😈 #VivaLaYotes,True,False,True,,12341,2023-02-16T01:04:25+0000,CAROUSEL_ALBUM,night,1,0.15582205655943604
553,4,17968440542171427,892,0,122,happy Valentine’s Day #VivaLaYotes,False,True,True,,10975,2023-02-14T22:56:10+0000,CAROUSEL_ALBUM,night,0,0.09239179954441913
554,5,17994288157708582,1152,1,627,Bro somehow continued to sing #VivaLaYotes,False,True,True,,0,2023-02-14T00:54:35+0000,VIDEO,night,0,inf
555,6,18002471692608206,1702,1,97,congrats to USD alum and superbowl champ @cochranejack_ 😈#VivaLaYotes,True,False,True,,12981,2023-02-13T04:50:05+0000,IMAGE,night,8,0.13866420152530623
556,7,17944740794397694,1347,5,75,"to whoever did this, you dropped this 👑#VivaLaYotes",True,False,True,,11572,2023-02-13T03:54:40+0000,IMAGE,night,1,0.12331489802972692
557,8,17970104378130488,1155,2,185,Bro cock blocked himself #VivaLaYotes,False,True,True,,0,2023-02-11T23:19:53+0000,VIDEO,night,0,inf
558,9,17957082437460452,1230,8,133,usd making players on and off the court #VivaLaYotes,False,True,True,,14515,2023-02-10T17:17:03+0000,IMAGE,night,4,0.09445401308990699
559,10,17941566833576328,2020,15,570,@charbarverm let the kids play😔 #VivaLaYotes,True,False,True,,16639,2023-02-10T00:36:03+0000,CAROUSEL_ALBUM,night,8,0.15655988941643129
560,11,17940894521608155,1171,6,42,Normalize ordering food dt #VivaLaYotes,False,True,True,,0,2023-02-08T22:27:55+0000,VIDEO,night,0,inf
561,12,18052987672382738,1055,3,116,I say get that extra credit #tindertuesday #VivaLaYotes,False,True,True,,14313,2023-02-07T20:11:44+0000,CAROUSEL_ALBUM,night,4,0.08202333542932998
562,13,17975786464891509,866,5,7,@hobosbarstool personally i wouldn’t let that slide 😢🤡#VivaLaYotes,True,False,True,,0,2023-02-06T20:36:16+0000,VIDEO,night,0,inf
563,14,17946387941357341,1146,5,35,She thought she found the one 🥲 #VivaLaYotes @leilasroseband,False,True,True,,12708,2023-02-05T20:33:45+0000,CAROUSEL_ALBUM,night,3,0.09332703808624489
564,15,17984509426738813,1465,1,96,that unspoken rizz 📈  #VivaLaYotes,True,False,True,,11695,2023-02-04T22:06:44+0000,IMAGE,night,2,0.13356135100470287
565,16,17970805826111622,863,2,9,Common @barstoolndsu L #VivaLaYotes,False,True,True,,9225,2023-02-03T15:48:23+0000,IMAGE,afternoon,0,0.09474254742547425
566,17,17963736044213187,1083,0,106,Favorite holiday of the year #VivaLaYotes,False,True,True,,9285,2023-02-02T20:28:08+0000,IMAGE,night,4,0.1280560043080237
567,18,17937956984606893,825,10,36,Live at the quarters they said #VivaLaYotes,False,True,True,,0,2023-02-01T19:34:54+0000,VIDEO,night,0,inf
568,19,17953920989387142,1116,2,98,The best day of the week #tindertuesday #VivaLaYotes,False,True,True,,12586,2023-01-31T20:26:39+0000,CAROUSEL_ALBUM,night,0,0.09661528682663277
569,20,17992413304683037,642,0,8,Tinder on house floor is wild #VivaLaYotes,False,True,True,,0,2023-01-30T23:14:49+0000,VIDEO,night,0,inf
570,21,17967093812173801,690,1,20,must have been a rough Sunday for bro 🤣#SundayScaries #VivaLaYotes,False,True,True,,0,2023-01-30T00:22:19+0000,VIDEO,night,0,inf
571,22,17958341789158114,2329,12,364,looks like the drunk bus taking a snow day 😭😭 #VivaLaYotes,True,False,True,,14672,2023-01-28T17:37:27+0000,CAROUSEL_ALBUM,night,13,0.18436477644492913
572,23,17988189367763906,935,2,14,you miss 100% of the shots you don’t take  #VivaLaYotes,False,True,True,,0,2023-01-28T02:55:35+0000,VIDEO,night,0,inf
573,24,17844833918918933,1581,3,207,"when life gives you snow, make snow dicks #VivaLaYotes",False,True,True,,13771,2023-01-26T22:40:15+0000,CAROUSEL_ALBUM,night,1,0.13005591460315155
574,25,17979922921900527,1184,11,140,Say a quick prayer for this persons health in 20 years #VivaLaYotes,False,True,True,,12859,2023-01-25T21:10:07+0000,CAROUSEL_ALBUM,night,0,0.10381833735127148
575,1,18161322310276287,823,5,114,The LinkedIn line had to work #VivaLaYotes,False,True,True,,11576,2023-01-24T20:47:36+0000,CAROUSEL_ALBUM,night,0,0.0813752591568763
576,2,17976372211954946,1388,6,333,the GTA server was active this weekend #VivaLaYotes,False,True,True,,15377,2023-01-23T21:01:45+0000,CAROUSEL_ALBUM,night,5,0.11231059374390323
577,3,18001671589579897,1177,6,97,ALWAYS take your shirt off at char #VivaLaYotes,False,True,True,,13614,2023-01-22T20:54:41+0000,CAROUSEL_ALBUM,night,9,0.09402086087850742
578,4,18021149353484184,1961,4,262,PSA: Downtown is icy #VivaLaYotes,False,True,True,,0,2023-01-22T00:53:41+0000,VIDEO,night,0,inf
579,5,17995154986639120,998,7,79,what could go wrong??😅 #VivaLaYotes,True,False,True,,12111,2023-01-20T20:27:41+0000,CAROUSEL_ALBUM,night,0,0.08950540830649822
